,CODE,STATION NAME,RAILWAY ZONE,STATION ADDRESS
7371,SFW,SARANGPUR,WCR,"Sarangpur, Madhya Pradesh, India"
7372,SFX,SAFILGUDA,SCR,"Safilguda Bus stop, Malkajgiri, Secund.."
7373,SFY,SHAJAPUR,WCR,"Shajapur, Madhya Pradesh, India"
7374,SFZ,SINDURIA KACHARI,WCR,India
7375,SG,SHAHGARH,NER,"Shahgarh, Madhya Pradesh, India"
7376,SGA,SHERGARH,NWR,"Shergarh, Uttar Pradesh, India"
7377,SGAC,SOGARIA,WCR,"Mahaveer Colony, Railway Station Area,.."
7378,SGAM,SAREIGRAM,WCR,"Sarai, Madhya Pradesh 486886, India"
7379,SGBA,SIR GURUDASS BANERJEE H,ER,"Narkeldanga Main Rd, Phool Bagan, Bele.."
7380,SGBJ,SURGAON BANJARI,WCR,"Sunshine Hospital, Ramgopalpet, Secund.."
7381,SGC,SAONGI,SECR,"Balaghat, Madhya Pradesh, India"
7382,SGD,SONGADH,WR,"Bhavnagar, Gujarat, India"
7383,SGDM,SIGADAM,ECOR,"Sigadam, Andhra Pradesh, India"
7384,SGDN,SANGALDAN,NR,"Sangaldan, Forest Block, 182144"
7385,SGDP,SAGADAPATA,ECOR,"Sagadapata, Harichandanpur-Telkoi Rese.."
7386,SGE,SANKARIDURG,SR,"Sankaridurg, Tamil Nadu 637 302, India"
7387,SGF,SANGAT,NWR,"Sangat, Punjab, India"
7388,SGG,SULTANGANJ,ER,"Sultanganj, Bihar, India"
7389,SGJ,SAFDARGANJ,NR,"Barabanki, Uttar Pradesh, India"
7390,SGKM,SRUNGAVRUKSHAM,SCR,"Srungavruksham, Andhra Pradesh, India"
7391,SGL,SAGAULI JN,ECR,"Sugauli, Bihar, India"
7392,SGLA,SANGOLA,CR,"Solapur, Maharashtra, India"
7393,SGLM,SENGULAM,SR,"Sengulam, Tamil Nadu, India"
7394,SGM,SOLAGAMPATTI,SR,"Solagampatti, Tamil Nadu, India"
7395,SGND,SHRIGONDA ROAD,CR,"Shrigonda Road Railway Station, Mahara.."
7396,SGNR,SHRI GANGANAGAR,NWR,"Sri Ganganagar Junction, Sri Ganganaga.."
7397,SGO,SAUGOR,WCR,"Sagar Cantt., Sagar, Madhya Pradesh, I.."
7398,SGP,SOHAGPUR,WCR,"Sohagpur, Madhya Pradesh, India"
7399,SGPA,SUGAPAHARI HALT,ER,
7400,SGR,SANGMESHWAR,KR,"Sangameshwar, Maharashtra, India"
7401,SGRA,SANGARIA,NWR,"Sangariya Railway Station, Sangariya, .."
7402,SGRD,SARAGAON ROAD,SECR,"Janjgir-Champa, Chhattisgarh, India"
7403,SGRE,SULGARE,CR,"Maharashtra, India"
7404,SGRL,SINGRAULI,ECR,"Singrauli, Madhya Pradesh, India"
7405,SGRM,SINGARAM,ECOR,"Singaram, Andhra Pradesh, India"
7406,SGRP,SINGHIRAMPUR H,NER,"Singapur, Karnataka, India"
7407,SGRR,SANGAR,NR,"Sangar, Jammu and Kashmir"
7408,SGS,SHOGHI,NR,"Shimla, Himachal Pradesh, India"
7409,SGUD,SILIGURI,NFR,"Siliguri Junction, Hill Cart Road, Sil.."
7410,SGUJ,SILIGURI JN,NFR,"Siliguri Junction, Hill Cart Road, Sil.."
7411,SGUT,SILIGURU TOWN,NFR,"Siliguri, West Bengal, India"
7412,SGV,SARAGCHNI,ER,"Sargachhi, West Bengal, India"
7413,SGW,SINGWAL,NWR,"Ajmer, Rajasthan, India"
7414,SGYW,SINGRIYAWAN H,ECR,"SH 4, Bihar 803201, India"
7415,SGZ,SHAMGARH,WCR,"Shamgarh, Madhya Pradesh, India"
7416,SHAD,SHAHAD,CR,"Shahad, Ulhasnagar, Maharashtra, India"
7417,SHAN,SRINIVASA NAGAR H,SCR,"Srinivasa Nagar, Proddutur, Andhra Pra.."
7418,SHBA,SAHEBTALA H,ER,"Sahebtala, West Bengal, India"
7419,SHBC,SIBAICHANDI,ER,"Sibaichandi, West Bengal"
7420,SHBL,SHIBLUN H,ER,"Ambalgram, West Bengal 713140, India"
7421,SHC,SAHARSA JN,ECR,"Saharsa, Bihar, India"
7422,SHDM,SHAHBAD MARKNDA,NR,"Shahabad Markanda, Haryana, India"
7423,SHDR,SHADHORAGAON,WCR,"Ashoknagar, Madhya Pradesh, India"
7424,SHE,SEORAPHULI,ER,"Seoraphuli, Serampore, Baidyabati, Wes.."
7425,SHEO,SHISHO H,ECR,"Shisho Deeh, Bihar, India"
7426,SHER,SHER H,NER,"Bihar 841407, India"
7427,SHF,SHIRUD,CR,"Shirud, Maharashtra, India"
7428,SHG,SHAHGANJ JN,NR,"Shahganj Jn, Nawab Yousuf Rd, Shahganj.."
7429,SHGN,SHRI GHASI NAGAR,NCR,"Dausa, Rajasthan, India"
7430,SHH,SHAPUR JN,WR,"Junagadh, Gujarat, India"
7431,SHHT,SINGHAUL HALT,ECR,
7432,SHI,SINGANALLUR,SR,"Singanallur, Tamil Nadu, India"
7433,SHIH,SARHARI HALT,NER,"Paterha - Bhagwanpur Rd, Sadiha, Bihar.."
7434,SHIT,SALHAITOLA,SECR,"Dondi, Chhattisgarh 491228, India"
7435,SHIV,SHINDAWANE,CR,"Shindewadi, Maharashtra, India"
7436,SHJ,SAHASPUR ROAD PH,SER,"Bankura, West Bengal, India"
7437,SHJP,SAHAJIPUR H,NR,"Uttar Pradesh, India"
7438,SHK,SHEIKHPURA JN,ECR,"Sheikhpura, Bihar, India"
7439,SHKL,SHANKRUL PH,SER,"Bankura, West Bengal, India"
7440,SHKY,SAHARSA KACHERI H,ECR,"Saharsa, Bihar, India"
7441,SHLK,SHOLAKA,NCR,"Sholaka Station, Haryana, India"
7442,SHLT,SHALASHAH THANA,NWR,"Thane, Maharashtra, India"
7443,SHLU,SHELU,CR,"Raigad, Maharashtra, India"
7444,SHLV,SELAVI,WR,"Gorad Bus Stop, State Highway 216, Guj.."
7445,SHM,SHALIMAR,SER,"Shalimar Railway Freight Yard, Shalima.."
7446,SHMI,SHIROOR,KR,"Shirur, Maharashtra, India"
7447,SHMR,SHYAMSUNDAR PH,SER,"Bardhaman, West Bengal, India"
7448,SHN,SUCHAN KOTLI,NWR,"Jodhka Road, Suchan, Haryana, India"
7449,SHNG,SHIVNAGAR,NR,India
7450,SHNR,SHADNAGAR,SCR,"Bangalore-Hyderabad Highway, Andhra Pr.."
7451,SHNX,SHEO SINGH PURA,NWR,"Begus - Kalwar Road, Rajasthan, India"
7452,SHR,SIHORA ROAD,WCR,"Jabalpur, Madhya Pradesh, India"
7453,SHRG,SHRI RAMGARH,NWR,"MDR 103, Rajasthan, India"
7454,SHRM,SHARMA H,NR,"Hardoi, Uttar Pradesh, India"
7455,SHRN,SANT HIRDARAM NAGAR,WCR,"Hemu Kalani, Bairagarh, Bhopal, Madhya.."
7456,SHSK,SAHARSRAKUND,SCR,"Nanded, Maharashtra, India"
7457,SHT,SAHARI H,ECR,"Barh-Sahari-Sarmera Rd, Sahari Village.."
7458,SHTS,SAMBAHAL HATIM SARAI,NR,"Sambhal, Uttar Pradesh, India"
7459,SHTT,SILGHAT TOWN,NFR,"Silghat, Assam, India"
7460,SHU,SHOLINGHUR,SR,"Banavarm, Tamil Nadu, India"
7461,SHV,SHIVANI,SWR,"Chitradurga, Karnataka, India"
7462,SHW,SAMHON,NCR,"Etawah, Uttar Pradesh, India"
7463,SHWL,SAHUWALA,NWR,"Sahuwala, Haryana, India"
7464,SHX,SHUKARULLAHPUR H,NER,"Shakrullapur, Punjab, India"
7465,SHYP,SAKHARAYAPATNA,SWR,
7466,SHZ,SUMMER HILL,NR,"Boileauganj, Shimla, Himachal Pradesh,.."
7467,SI,SONAILI,NFR,"Sonai, Maharashtra, India"
7468,SIA,SHIVALAKHA,WR,"Shivalik, New Delhi, Delhi, India"
7469,SIBR,SHRIBAR,NFR,"Lalang Pt I, Assam, India"
7470,SIC,SONIK,NR,"Uttar Pradesh, India"
7471,SICY,SAHEED ISHWAR CHOWDHARY H,ECR,"Gaya, Bihar, India"
7472,SID,SIDDHPUR,WR,"Siddhpur, Gujarat, India"
7473,SIDG,SIDDAPUR GRAMA,SWR,"Bargur Road, Siddapur, PIN - 583282, D.."
7474,SIE,SIDDAMPALLI,SCR,"Minnampalli, Tamil Nadu, India"
7475,SIF,SIRLI,SCR,"Sirli, Maharashtra, India"
7476,SIGA,SHANTIGRAMA,SWR,"Shanti Grama, Karnataka 573220, India"
7477,SIHI,SHIHORI,WR,"Umbri, Gujarat 385550, India"
7478,SIHO,SIHO,ECR,"Siho Railway Station, Siho, Bihar, India"
7479,SII,SITIMANI,SWR,"Sitimani Station, Karnataka, India"
7480,SIJU,SIJU,ECOR,"Siju, Dist- Jagatsinghpur, PIN - 75414.."
7481,SIKD,SIKRODA KWANRI,NCR,"Morena, Madhya Pradesh, India"
7482,SIKI,SULIKERI,SWR,"Karnataka 587205, India"
7483,SIKR,SIKAR JN,NWR,"Sikar Railway Station, Sikar, Rajastha.."
7484,SIL,SAKHI GOPAL,ECOR,"Sakhigopal, Odisha, India"
7485,SILO,SILAO,ECR,"Silao Railway Station, Bihar, India"
7486,SILR,SILARI,NWR,"Solari Hill, Odisha"
7487,SIM,SHRI AMIRGADH,NWR,"Banaskantha, Gujarat, India"
7488,SIMR,SRIRAMPUR P.H.,SER,"Mathuraberia, West Bengal 722207, India"
7489,SIN,SION,CR,"Sion, Lal Bahadur Shastri Rd, Chuna Bh.."
7490,SINA,SRINAGAR (JK),NR,"Bagati Kanipora, Srinagar, Jammu and K.."
7491,SINI,SINI JN,SER,"Sini Junction Railway Station, Sini, J.."
7492,SINR,SINOR,WR,"Sinor, Gujarat, India"
7493,SIOB,SAMAKHIALI B G,WR,"Gujarat, India"
7494,SIP,SURAIMANPUR,NER,"Uttar Pradesh, India"
7495,SIPA,SINGHPOKHARIA,SER,"Singhpur, Odisha, India"
7496,SIPI,SAIFAI,NCR,"Saifai, SH 83, Uttar Pradesh 206130, I.."
7497,SIPR,SIHAPAR,NER,"Shapur, Gujarat, India"
7498,SIPT,SIDDIPET,SCR,"Shankar Nagar Lane 2, Siddipet State: .."
7499,SIQ,SARKONI,NR,"Jaunpur, Uttar Pradesh, India"
7500,SIR,SIRHIND JN,NR,"Sirhind, Punjab, India"
7501,SIRA,SIRHI ITARA,NCR,"Sirhi Itara, Uttar Pradesh, India"
7502,SIRD,SIRD,NWR,"Sird, Rajasthan, India"
7503,SISN,SISAUNA,NR,"Govt Inter Collge, Uttarakhand, India"
7504,SIU,SINGUR,ER,"Singur, West Bengal, India"
7505,SIVN,SIVNAR H,ECR,"Sheonar, Bihar 803302, India"
7506,SIW,SHIRRAVDE,CR,"Satara, Maharashtra, India"
7507,SIY,SIRRI,SECR,"Sirri, Chhattisgarh, India"
7508,SIZ,SHRIKHANDA,ER,"Srikhanda, West Bengal 713130, India"
7509,SJA,SIJUA,ECR,"Jharkhand, India"
7510,SJDA,SANJUJA DA AREYAL H,SWR,"Dicarpale, Goa, India"
7511,SJDR,SRI JHADESWAR PH,ECOR,"Jajpur, Odisha, India"
7512,SJER,SANJARPUR H,NER,"Sanjarpur, Uttar Pradesh, India"
7513,SJF,SAJANVAR ROAD,WR,"Amreli, Gujarat, India"
7514,SJGH,SARAI JAGDISH H,NER,"Sarai Mosque, Dasna Gate, Ghaziabad, U.."
7515,SJGM,SANJOY GRAM,NFR,"Kanaila, Bihar 854317, India"
7516,SJHG,SHAHEED JITENDRA HALT,ECR,"Gopalpur, Bihar, India"
7517,SJJ,SANJHA H,ER,"Shampur, Bihar 813107, India"
7518,SJKL,SURJAKAMAL,NFR,"Uttar Dinajpur, West Bengal, India"
7519,SJL,SGM JAGARLAMUDI,SCR,"Garuvu Palem, High School Road, Andhra.."
7520,SJM,SAJUMA,NR,"Sajuma, Punjab, India"
7521,SJMA,SANJAMALA,SCR,"Andhra Pradesh 518134, India"
7522,SJN,SANJAN,WR,"Sanjan, Gujarat, India"
7523,SJNP,SUJANPUR,NR,"Sujanpur, Jammu & Kashmir, India"
7524,SJP,SHUJALPUR,WR,"Shujalpur Railway Station, Shujalpur, .."
7525,SJPA,SUJALPUR P H,SER,"Sujapur, West Bengal, India"
7526,SJPM,SUJATAPURAM H,SWR,"Sankarapuram, Tamil Nadu, India"
7527,SJPR,SURJYAPUR F,ER,"Suriyapur, Baruipur-Kulpi Rd, West Ben.."
7528,SJQ,SURAJPUR ROAD,SECR,"Surguja, Chhattisgarh, India"
7529,SJRR,SAJERPAR,NFR,"Sagarpur, Bihar, India"
7530,SJS,SHAMLAJI ROAD,NWR,"Gadhda Shamlaji Rd, Gujarat, India"
7531,SJSM,SALEMGARHMASANI,NWR,"Hanumangarh, Rajasthan, India"
7532,SJT,SHUJAATPUR,NCR,"Shujaatpur Railway Station, Shujaatpur.."
7533,SJV,SAJHAULI H,ECR,"Sanjhauli Halt, Sanjhauli Railway Stat.."
7534,SJVP,SANJIVAIH PARK,SCR,"Sanjivani Park, Rourkela, Odisha, India"
7535,SK,SAKHUN,NWR,"Sakhun, Rajasthan, India"
7536,SKA,SIKANDRA RAO,NER,"Mahamaya Nagar, Uttar Pradesh, India"
7537,SKAP,S K PARA,NFR,"Para, West Bengal, India"
7538,SKAR,SAKARIYA,WCR,"Birhuli, Madhya Pradesh, India"
7539,SKB,SHIKOHABAD JN,NCR,"Shikohabad Railway Station, MDR 77W, S.."
7540,SKBR,SHANKARPUR BHADAURA,WCR,"Shankarpur, Madhya Pradesh 486669, India"
7541,SKDM,SIKRODA MINA,WCR,"Karauli, Rajasthan, India"
7542,SKEN,SUKHSHENA H,ECR,"Sukhshanti Appartment, 100 ft ring Rd,.."
7543,SKF,SAKHOTI TANDA,NR,"Meerut, Uttar Pradesh, India"
7544,SKG,SAKTIGARH,ER,"Saktigarh, West Bengal, India"
7545,SKGH,SAKTESGARH,NCR,"Uttar Pradesh, India"
7546,SKHK,SUKHASAN KOTHI H,ECR,"Purnia, Bihar, India"
7547,SKHV,SUKHOVI,NFR,"Unnamed Road, Sukhovi, Dist - Dimapur .."
7548,SKI,SAKRI JN,ECR,"State Highway 56, Sakri, Bihar, India"
7549,SKIP,SIKARIPARA,ER,"Ambajora, Jharkhand 816118, India"
7550,SKJ,SAHIBPUR KML JN,ECR,"National Highway 31, Bihar, India"
7551,SKJS,SHRI KRISHNA JANAM ASTHAN,NCR,Antim Kevali Digamber Jain Mandir sri ..
7552,SKK,SIKKAL,SR,"Ponveli, Tamil Nadu, India"
7553,SKKE,SEKERKOTE,NFR,"Sekerkote, Tripura 799130, India"
7554,SKL,SINGAPERUMALKOIL,SR,"Singaperumalkoil, Tamil Nadu, India"
7555,SKLI,SUKLI,SECR,"Sukli, Maharashtra, India"
7556,SKLP,SHANKERPUR H,NER,"Shankerpur, Rajasthan, India"
7557,SKLR,SAKLESHPUR,SWR,"Sakleshpur, Karnataka, India"
7558,SKM,SINGARAYAKONDA,SCR,"Prakasam, Andhra Pradesh, India"
7559,SKN,SRIKRISHN NAGAR,NR,"Uttar Pradesh, India"
7560,SKND,SUKINDA ROAD,ECOR,"Sukinda Road (SKND), State Highway 20,.."
7561,SKNP,SARKANPUR,NCR,"Shyampura, Madhya Pradesh 472115, India"
7562,SKNR,SHAKARNAGAR,SCR,"Shankarnagar, Andhra Pradesh, India"
7563,SKP,SHANKARPALLI,SCR,"Shankarpalli, Andhra Pradesh, India"
7564,SKPA,SHRIKALYANPURA,WCR,"Digod, Rajasthan, India"
7565,SKPI,SIKARPAI,ECOR,"Sikar, Rajasthan, India"
7566,SKPR,SIKKARPUR HALT,SECR,"Shikarpur, Madhya Pradesh 480001, India"
7567,SKPT,SOMANAYAKKANPTI,SWR,"Somanayakkanpti Station, Tamil Nadu, I.."
7568,SKQ,SIKANDARPUR,NCR,"Sikandarpur, Uttar Pradesh, India"
7569,SKR,SAKHPUR,WR,"Porbandar, Gujarat, India"
7570,SKRI,SIKARIA H,ECR,"Bihar, India"
7571,SKS,SALEKASA,SECR,"Salekasa, Maharashtra, India"
7572,SKSO,SIKOSA,SECR,"Sikosa, Chhattisgarh, India"
7573,SKT,SAKTI,SECR,"Sakti Railway Station, Sakti, Chhattis.."
7574,SKTN,SHAKTI NAGAR,ECR,"NH 75, Shakti Nagar, Madhya Pradesh, I.."
7575,SKU,SIKRODA,NCR,"Sikroda, Madhya Pradesh, India"
7576,SKVL,SANKVAL,SWR,"403726, India"
7577,SKW,SHEIKHUPUR,NER,"Sheikhupur, Punjab, India"
7578,SKX,SARKARA,NER,"Sarkara, Uttar Pradesh, India"
7579,SKY,SHIKARA,SECR,"Seoni, Madhya Pradesh, India"
7580,SKZR,SIRPUR KAGAZNGR,SCR,"Sirpur-Kaghaznagar Railway Station, Ka.."
7581,SL,SURATHKAL,KR,"Krishnapura Cross Bus Stop, State High.."
7582,SLB,SALBONI,SER,"Salbani, West Bengal, India"
7583,SLBN,SALAI BANWA,ECR,"Panari, Uttar Pradesh, India"
7584,SLD,SAKALDIHA,ECR,"Chandauli, Uttar Pradesh, India"
7585,SLF,SILLI,SER,"Silli, Jharkhand, India"
7586,SLG,SIMLAGARH,ER,"Simlagarh, West Bengal, India"
7587,SLGE,SULERJAVALGE,SWR,"Sulerjavalge, Maharashtra, India"
7588,SLGH,SHELGOAN H,SCR,"Nanded, Maharashtra, India"
7589,SLGR,SIMALUGURI JN,NFR,"Simaluguri, Assam, India"
7590,SLH,SILIARI,SECR,"Pathari - Boharhi, Chhattisgarh, India"
7591,SLHA,SALHANA,WCR,"Madhya Pradesh, India"
7592,SLHI,SHILHAURI HALT,NER,"Marhaura - Nethua Road, Lerua, Bihar 8.."
7593,SLHP,SULAH HMCHL PDH,NR,"Sulah Himachal Pradesh, Himachal Prade.."
7594,SLI,SANGLI,CR,"Sangli, Maharashtra, India"
7595,SLIA,SALAIA,ECR,"Koritola, Pachamba, Giridih, Jharkhand.."
7596,SLJ,SAKRIGALI JN,ER,"816115, India"
7597,SLJR,SALGAJHARI,SER,"Salgajhari, Parsudih, Jamshedpur, Jhar.."
7598,SLKN,SANDAL KALAN,NR,"National Highway 1, Larsouli, Haryana,.."
7599,SLKR,SALKAROAD,SECR,"Bilaspur, Chhattisgarh, India"
7600,SLKX,SALAKATI,NFR,"Salakati, Assam, India"
7601,SLM,SOMALAPURAM,SWR,"Andhra Pradesh, India"
7602,SLN,SULTANPUR,NR,"Sultanpur Railway Station, Sultanpur, .."
7603,SLNA,SALAUNA,ECR,"Salauna, Bihar 848201, India"
7604,SLNG,SULTANPUR GRAM,ECR,
7605,SLNK,TAJ SULTANPUR,CR,"Taj Sultanpur, Karnataka 585104, India"
7606,SLO,SAMALKOT JN,SCR,"Nimmathota, Samarlakota, Andhra Prades.."
7607,SLON,SALONA,NFR,"Salona Assam, Salona, Assam 782101"
7608,SLOR,SELOO ROAD,CR,"Seloo Rd, Maharashtra, India"
7609,SLP,SALPA,CR,"Salpare Pl, Indio, CA 92203, USA"
7610,SLR,SALOGRA,NR,"Salogra, Himachal Pradesh, India"
7611,SLRA,SARLA ROAD,ECOR,"Pardhiapali, Odisha, India"
7612,SLRD,SURLA ROAD,ECOR,"Surla Road Station, Andhra Pradesh, In.."
7613,SLRP,SALARPUR,NR,"Salarpur, Uttar Pradesh, India"
7614,SLRW,SHELARWADI,CR,"Talegaon Dabhade R, Maharashtra, India"
7615,SLS,SALANPUR,ER,"Bardhaman, West Bengal, India"
7616,SLT,SILAUT,ECR,"Silaut Railway Station, 1, Silaut, Bih.."
7617,SLTH,SILLAKKUDI,SR,"Sillakkudi, Tamil Nadu, India"
7618,SLU,SASALU,SWR,"Sasalu, Karnataka, India"
7619,SLV,SANDALPUR,NCR,"Badori, Madhya Pradesh 475001, India"
7620,SLW,SOHWAL,NR,"Sohawal, Uttar Pradesh, India"
7621,SLWR,SILAWAR,NR,"Silawar, Uttar Pradesh 247776, India"
7622,SLX,SELENGHAT,NFR,"Baisahabi Grant, Assam 785636, India"
7623,SLY,SAMALPATTI,SR,"Samalpatti, Tamil Nadu, India"
7624,SLZ,SOLARI,ECOR,"Solari Hill, Odisha"
7625,SM,SAMSI,NFR,"Samsi, West Bengal, India"
7626,SMAE,SAMUDRAGARH,ER,"State Highway 6, Samudragarh, West Ben.."
7627,SMAP,SHAMNAPUR,SCR,"Shamnapur, Dist. - Medak State: Telang.."
7628,SMBH,SALIMPUR BIHAR,ECR,"Salimpur Station Rd, Salimpur, Bihar 8.."
7629,SMBL,SIMBHOOLI,NR,"Uttar Pradesh, India"
7630,SMBR,SUMBER,NR,"Sumber, District Ramban 182144"
7631,SMBX,SAMBA,NR,Samba
7632,SMC,SAMNAPUR,SECR,"Chota Bada, Samnapur, Madhya Pradesh 4.."
7633,SMCK,SHYAM CHAK,SER,"National Highway 6, West Bengal, India"
7634,SMCP,SIMEN CHAPARI,NFR,"Simen Chapori, Assam, India"
7635,SMD,CHARANMAHADEVI,SR,"Railway Station road, Cheranmahadevi, .."
7636,SMDM,SAMUDRAM,SR,"Ambasamudram, Tamil Nadu, India"
7637,SMDP,SHAHABAD MUHAMMADPUR H,NR,"Shahabad Muhammadpur, Dwarka, New Delh.."
7638,SMDT,SEMMANDAPPATTI,SWR,"Oddappatti, Tamil Nadu, India"
7639,SME,SHIMOGA,SWR,"Shimoga, Karnataka, India"
7640,SMET,SHIMOGA TOWN,SWR,"Shimoga Railway Station, Shimoga, Karn.."
7641,SMF,SAMAR GOPALPUR,NR,"Samar Gopalpur, Haryana, India"
7642,SMGR,SAMAGURI,NFR,"Samaguri, Assam, India"
7643,SMH,SIMRAHA,NFR,"Simraha, Bihar, India"
7644,SMI,SITAMARHI,ECR,"Main Road, Sitamarhi, Bihar, India"
7645,SMK,SAMALKHA,NR,"Samalkha Railway Station, Samalkha, Ha.."
7646,SMKR,SHAM KAURIA F,NER,"Goha Rd, Gohan, Bihar 841418, India"
7647,SMKT,SOMAN KATTI,SWR,"Unnamed Road, Karnataka 582209, India"
7648,SML,SHIMLA,NR,"Shimla, Himachal Pradesh, India"
7649,SMLA,SAMLAYA JN,WR,"Samlaya Jn, State Highway 63, Gujarat,.."
7650,SMLG,SHIMILIAGUDA,ECOR,"Semiliguda, Odisha, India"
7651,SMLT,SAMLOTI,NR,"Samloti Railway Station, National High.."
7652,SMM,SALIYAMANGALAM,SR,"Sathyamangalam, Tamil Nadu, India"
7653,SMND,SARMATANR,ECR,"Jharkhand 825109, India"
7654,SMNE,SOMTANE,CR,"Maharashtra 410221, India"
7655,SMNH,SOMNATH,WR,"Somnath, Gujarat, India"
7656,SMNN,SHRI MAKRI NATH NAGAR,NWR,"Rajasthan, India"
7657,SMO,SEMAPUR,ECR,"Semapur Railway Station, Semapur, Biha.."
7658,SMP,SHAMBHUPURA,WR,"Shambhupura, Rajasthan, India"
7659,SMPA,SHYAMPURI,WCR,"Shyampur, West Bengal, India"
7660,SMPR,SHRI MADHOPUR,NWR,"Sri Madhopur, Rajasthan, India"
7661,SMQL,SHAMLI,NR,"Shamli, Uttar Pradesh, India"
7662,SMR,SAMDHARI JN,NWR,"Barmer, Rajasthan, India"
7663,SMRL,SAMARALA,NR,"NH1 - Samrala Rd, Punjab 141114, India"
7664,SMRR,SUMRERI,WCR,"Sagar, Madhya Pradesh, India"
7665,SMSR,SAMASWARA,SECR,"Someshwara Wildlife Sanctuary, Karnata.."
7666,SMT,SALAMATPUR,WCR,"Salamatpur, Punjab, India"
7667,SMTA,SAMUKTALA ROAD,NFR,"Samuktala Rd, Uttar Majid Khana, West .."
7668,SMTG,SAHID MATANGINI,SER,"East Medinipur, West Bengal, India"
7669,SMTL,SIMARIATAL,NCR,"Gwalior, Madhya Pradesh, India"
7670,SMU,SAMBHU,NR,"Sambhu Chatterjee St, Baithakkhana, Ko.."
7671,SMV,SUMAOLI,NCR,"Sumaoli, Madhya Pradesh, India"
7672,SMVB,SMVT BENGALURU,SWR,"Baiyappanahalli Rd, Sathya Nagar, Benn.."
7673,SMVJ,SHRI MAHAVEERJI,WCR,"Karauli, Rajasthan, India"
7674,SMWA,SOMESHWARA,SWR,"Someshwara Wildlife Sanctuary, Karnata.."
7675,SMX,SIMURALI,ER,"Simurali, 47-T Rail Gate, Chakdaha, We.."
7676,SMZ,SARAI MIR,NER,"Sarai Mir, Uttar Pradesh, India"
7677,SN,SUKNA,NFR,"4009, Na San, Ban Na San, Surat Thani .."
7678,SNA,SADANAPURA,WR,"Sadhnapuri, Patna, Bihar, India"
7679,SNAD,SANIYAD,WR,"Saniyad, Gujarat, India"
7680,SNAP,SONA ARJUNPUR,NR,"Sona Arjunpur, Uttar Pradesh, India"
7681,SNAR,SRINAGAR,WCR,"Rajasthan, India"
7682,SNB,SATNAUR BADESRON,NR,"Punjab 144528, India"
7683,SNBD,SUNDERABAD,WR,"Secunderabad, Andhra Pradesh, India"
7684,SNBR,SONUABARY,NFR,"Chunuabari Pathar, Assam, India"
7685,SNC,S NARAYAN CHPLA,NER,"Maskanwa, Uttar Pradesh, India"
7686,SNCA,SINGRA,NFR,"Singra, Assam, India"
7687,SNCR,SANPADA,CR,"Sanpada, Navi Mumbai, Maharashtra, India"
7688,SND,SONDIMRA,SER,"829110, India"
7689,SNDD,SINDHUDURG,KR,"Sindhudurg Railway Station, Oros, Maha.."
7690,SNDI,SENDURAI,SR,"Madurai, Tamil Nadu, India"
7691,SNDT,SINDRI TOWN,ECR,"Sindri, Jharkhand, India"
7692,SNDY,SANDAI H,NER,"Sandiya, Madhya Pradesh, India"
7693,SNE,SHENOLI,CR,"Shenoli Station, Maharashtra, India"
7694,SNF,SANAT NAGAR,SCR,"Sanath Nagar, Hyderabad, Andhra Prades.."
7695,SNGN,SANGANER,NWR,"State Highway 12, Sanganer, Jaipur, Ra.."
7696,SNGP,SINGHPUR,SECR,"Shahdol, Madhya Pradesh, India"
7697,SNGR,SANGANAPUR,SCR,"Singapur, Karnataka, India"
7698,SNH,SAUNSHI,SWR,"Saunshi, Karnataka, India"
7699,SNHR,SANKHARI,WR,"Patan, Gujarat, India"
7700,SNHT,SANHATI H,ER,"Sanhati, West Bengal, India"
7701,SNI,SINDI,CR,"Sindi, Maharashtra, India"
7702,SNIE,SATH NARAINI,NCR,"Narayani, Jharkhand, India"
7703,SNK,SINDKHEDA,WR,"Sindkheda, Maharashtra, India"
7704,SNKB,SONKHAMB,CR,"Nagpur, Maharashtra, India"
7705,SNKE,SUNEHTI KHARKHARI H,NR,"Saharanpur, Uttar Pradesh, India"
7706,SNKG,SANKARA GUMMANUR H,SCR,"Gummanur, Andhra Pradesh, India"
7707,SNKL,SANKARANKOVIL,SR,"Sankarankovil, Tamil Nadu, India"
7708,SNKR,SANKA,SER,"Sanka, West Bengal 723121, India"
7709,SNKX,SANKRA H,SECR,"NH30, Sankra, Chhattisgarh 493770, India"
7710,SNL,SANAHWAL,NR,"Ludhiana, Punjab 141016, India"
7711,SNLR,SANTALPUR,WR,"Santalpur, Gujarat, India"
7712,SNM,SITANAGARAM,ECOR,"Vizianagaram, Andhra Pradesh, India"
7713,SNMY,SINDRI MARSHALLING YARD,ECR,"Jharkhand 828120, India"
7714,SNN,SONEGAON,CR,"Wardha, Maharashtra, India"
7715,SNO,SOMANUR,SR,"Coimbatore, Tamil Nadu, India"
7716,SNP,SONIPAT JN,NR,"Sonepat Railway Station, Sonepat, Hary.."
7717,SNPH,SHANKAPUR H,SCR,"Shankapur Rd, Telangana 502248, India"
7718,SNPR,SINGARPUR,NCR,"Singarpur, Odisha, India"
7719,SNPU,SONEPUR,ECOR,"Sonepur, Odisha 767017, India"
7720,SNQ,SANKARPUR,ER,"Sankarpur Rd, Jharkhand 814152, India"
7721,SNR,SHYAMNAGAR,ER,"Shyamnagar, West Bengal, India"
